,file,start_line,end_line,rule_id,severity,description,link,passed,Unnamed: 0,"3-20: Unsupported block type; Blocks of type ""root_block_device"" are not expected here.", and 1 other diagnostic(s),"1-20: Unsupported block type; Blocks of type ""public_access_block"" are not expected here.","1-11: Unsupported argument; An argument named ""encryption"" is not expected here."
2,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt2/versuch4/prompt_2_final_1.tf,10,14,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,False,prompt_2_final_1.tf,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt2/versuch3/prompt_2_final_0.tf,10,12,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,False,prompt_2_final_0.tf,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch8/prompt_5_final_1.tf,26,31,aws-ec2-add-description-to-security-group-rule,LOW,Security group rule does not have a description.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/add-description-to-security-group-rule/,False,prompt_5_final_1.tf,,,,
1,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch8/prompt_5_final_1.tf,5,20,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,False,prompt_5_final_1.tf,,,,
2,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch8/prompt_5_final_1.tf,5,20,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,False,prompt_5_final_1.tf,,,,
3,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch8/prompt_5_final_1.tf,30,30,aws-ec2-no-public-ingress-sgr,CRITICAL,Security group rule allows ingress from public internet.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ingress-sgr/,False,prompt_5_final_1.tf,,,,
4,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch8/prompt_5_final_1.tf,60,60,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,False,prompt_5_final_1.tf,,,,
5,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch8/prompt_5_final_1.tf,67,73,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,False,prompt_5_final_1.tf,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch1/prompt_5_final_1.tf,5,28,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false,,,,,
1,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch1/prompt_5_final_1.tf,5,28,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false,,,,,
2,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch1/prompt_5_final_1.tf,start_line,end_line,rule_id,severity,description,link,passed,,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch7/prompt_5_final_2.tf,5,34,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,False,prompt_5_final_2.tf,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch9/prompt_5_final_1.tf,13,24,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,False,prompt_5_final_1.tf,,,,
1,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch9/prompt_5_final_1.tf,13,24,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,False,prompt_5_final_1.tf,,,,
2,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch9/prompt_5_final_1.tf,38,40,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,False,prompt_5_final_1.tf,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch10/prompt_5_final_4.tf,21,23,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,False,prompt_5_final_4.tf,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch2/prompt_5_final_1.tf,30,35,aws-ec2-add-description-to-security-group-rule,LOW,Security group rule does not have a description.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/add-description-to-security-group-rule/,False,prompt_5_final_1.tf,,,,
1,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch2/prompt_5_final_1.tf,13,24,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,False,prompt_5_final_1.tf,,,,
2,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch2/prompt_5_final_1.tf,13,24,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,False,prompt_5_final_1.tf,,,,
3,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch2/prompt_5_final_1.tf,34,34,aws-ec2-no-public-ingress-sgr,CRITICAL,Security group rule allows ingress from public internet.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ingress-sgr/,False,prompt_5_final_1.tf,,,,
4,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch2/prompt_5_final_1.tf,61,66,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,False,prompt_5_final_1.tf,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch5/prompt_5_final_1.tf,56,61,aws-ec2-add-description-to-security-group-rule,LOW,Security group rule does not have a description.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/add-description-to-security-group-rule/,False,prompt_5_final_1.tf,,,,
1,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch5/prompt_5_final_1.tf,49,54,aws-ec2-add-description-to-security-group-rule,LOW,Security group rule does not have a description.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/add-description-to-security-group-rule/,False,prompt_5_final_1.tf,,,,
2,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch5/prompt_5_final_1.tf,42,47,aws-ec2-add-description-to-security-group-rule,LOW,Security group rule does not have a description.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/add-description-to-security-group-rule/,False,prompt_5_final_1.tf,,,,
3,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch5/prompt_5_final_1.tf,5,26,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,False,prompt_5_final_1.tf,,,,
4,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch5/prompt_5_final_1.tf,5,26,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,False,prompt_5_final_1.tf,,,,
5,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch5/prompt_5_final_1.tf,60,60,aws-ec2-no-public-egress-sgr,CRITICAL,Security group rule allows egress to multiple public internet addresses.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-egress-sgr/,False,prompt_5_final_1.tf,,,,
6,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch5/prompt_5_final_1.tf,53,53,aws-ec2-no-public-ingress-sgr,CRITICAL,Security group rule allows ingress from public internet.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ingress-sgr/,False,prompt_5_final_1.tf,,,,
7,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch5/prompt_5_final_1.tf,46,46,aws-ec2-no-public-ingress-sgr,CRITICAL,Security group rule allows ingress from public internet.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ingress-sgr/,False,prompt_5_final_1.tf,,,,
8,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch5/prompt_5_final_1.tf,73,79,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,False,prompt_5_final_1.tf,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch4/prompt_5_final_1.tf,5,16,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,False,prompt_5_final_1.tf,,,,
1,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch4/prompt_5_final_1.tf,5,16,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,False,prompt_5_final_1.tf,,,,
2,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch4/prompt_5_final_1.tf,37,43,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,False,prompt_5_final_1.tf,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch3/prompt_5_final_1.tf,34,39,aws-ec2-add-description-to-security-group-rule,LOW,Security group rule does not have a description.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/add-description-to-security-group-rule/,False,prompt_5_final_1.tf,,,,
1,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch3/prompt_5_final_1.tf,27,32,aws-ec2-add-description-to-security-group-rule,LOW,Security group rule does not have a description.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/add-description-to-security-group-rule/,False,prompt_5_final_1.tf,,,,
2,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch3/prompt_5_final_1.tf,20,25,aws-ec2-add-description-to-security-group-rule,LOW,Security group rule does not have a description.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/add-description-to-security-group-rule/,False,prompt_5_final_1.tf,,,,
3,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch3/prompt_5_final_1.tf,5,14,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,False,prompt_5_final_1.tf,,,,
4,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch3/prompt_5_final_1.tf,5,14,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,False,prompt_5_final_1.tf,,,,
5,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch3/prompt_5_final_1.tf,38,38,aws-ec2-no-public-egress-sgr,CRITICAL,Security group rule allows egress to multiple public internet addresses.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-egress-sgr/,False,prompt_5_final_1.tf,,,,
6,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch3/prompt_5_final_1.tf,31,31,aws-ec2-no-public-ingress-sgr,CRITICAL,Security group rule allows ingress from public internet.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ingress-sgr/,False,prompt_5_final_1.tf,,,,
7,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt5/versuch3/prompt_5_final_1.tf,24,24,aws-ec2-no-public-ingress-sgr,CRITICAL,Security group rule allows ingress from public internet.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ingress-sgr/,False,prompt_5_final_1.tf,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt6/versuch6/prompt_6_final_2.tf,13,15,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false,,,,,
1,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt6/versuch6/prompt_6_final_2.tf,start_line,end_line,rule_id,severity,description,link,passed,,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt6/versuch9/prompt_6_final_2.tf,13,15,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false,,,,,
1,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt6/versuch9/prompt_6_final_2.tf,start_line,end_line,rule_id,severity,description,link,passed,,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt6/versuch2/prompt_6_final_2.tf,5,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false,,,,,
1,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt6/versuch2/prompt_6_final_2.tf,5,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false,,,,,
2,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt6/versuch2/prompt_6_final_2.tf,start_line,end_line,rule_id,severity,description,link,passed,,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt6/versuch5/prompt_6_final_2.tf,5,16,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,False,prompt_6_final_2.tf,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt6/versuch4/prompt_6_final_3.tf,17,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,False,prompt_6_final_3.tf,,,,
1,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt6/versuch4/prompt_6_final_3.tf,53,53,aws-iam-no-policy-wildcards,HIGH,IAM policy document uses sensitive action 'ec2:GetMetadata' on wildcarded resource '*',https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/iam/no-policy-wildcards/,False,prompt_6_final_3.tf,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt6/versuch3/prompt_6_final_2.tf,5,16,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,False,prompt_6_final_2.tf,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt1/versuch10/prompt_1_final_1.tf,14,23,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false,,,,,
1,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt1/versuch10/prompt_1_final_1.tf,14,23,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false,,,,,
2,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt1/versuch10/prompt_1_final_1.tf,start_line,end_line,rule_id,severity,description,link,passed,,,,,
0,/Users/eliasberger/Documents/Programming/terraform-security-fixer/data/prompts_new_format/prompt1/versuch5/prompt_1_final_4.tf,5,26,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,False,prompt_1_final_4.tf,,,,
